8,1,1321321321321321,1543.125,1,8,14/12/2014
8,1,1321321321321321,1543.125,2,8,13/01/2015
8,1,1321321321321321,1543.125,3,8,12/02/2015
8,1,1321321321321321,1543.125,4,8,14/03/2015
8,1,1321321321321321,1543.125,5,8,13/04/2015
8,1,1321321321321321,1543.125,6,8,13/05/2015
8,1,1321321321321321,1543.125,7,8,12/06/2015
8,1,1321321321321321,1543.125,8,8,12/07/2015
5,1,2008009216932457,264.0,1,6,14/12/2014
5,1,2008009216932457,264.0,2,6,13/01/2015
5,1,2008009216932457,264.0,3,6,12/02/2015
5,1,2008009216932457,264.0,4,6,14/03/2015
5,1,2008009216932457,264.0,5,6,13/04/2015
5,1,2008009216932457,264.0,6,6,13/05/2015
6,1,2547896541547896,316.8,1,5,14/12/2014
6,1,2547896541547896,316.8,2,5,13/01/2015
6,1,2547896541547896,316.8,3,5,12/02/2015
6,1,2547896541547896,316.8,4,5,14/03/2015
6,1,2547896541547896,316.8,5,5,13/04/2015
